cvae,cvae_cali,fnn,fnn_cali,rf,rf_cali,gp,,,,,,,,,,,,,,,,,,,,
0.255176783,0.266089916,0.177016735,0.185642004,0.105985165,0.107247829,0.9160767,,,,,,,,,,,,,,,,,,,,
0.259517908,0.262752056,0.176313162,0.183789015,0.10637188,0.106832981,0.9175496,,,,,,,,,,,,,,,,,,,,
0.263201952,0.27083993,0.17662096,0.173436165,0.105905294,0.107091188,0.9262889,,,,,,,,,,,,,,,,,,,,
0.259054899,0.257377148,0.175610781,0.174871922,0.106269121,0.106520891,0.8891223,,,,,,,,,,,,,,,,,,,,
0.257245064,0.263371944,0.175079107,0.174065828,0.106219769,0.106992722,0.9281749,,,,,,,,,,,,,,,,,,,,
0.255499125,0.260036707,0.175134897,0.177529097,0.106301069,0.106561899,0.8879372,,,,,,,,,,,,,,,,,,,,
0.261704922,0.269214869,0.175564051,0.177047014,0.105994225,0.107143879,0.8983038,,,,,,,,,,,,,,,,,,,,
0.347509146,0.256396055,0.176208973,0.172943115,0.106389046,0.106479168,0.9142625,,,,,,,,,,,,,,,,,,,,
0.262414932,0.262829065,0.17771101,0.172568798,0.106203079,0.107017994,0.9049064,,,,,,,,,,,,,,,,,,,,
0.361826897,0.259605169,0.176060915,0.174151182,0.106015921,0.106607914,0.9027114,,,,,,,,,,,,,,,,,,,,
0.269148827,0.267369032,0.176559925,0.174821854,0.106235027,0.10707283,0.9239274,,,,,,,,,,,,,,,,,,,,
0.258498907,0.261185884,0.175872087,0.174998999,0.105868101,0.106663942,0.8948393,,,,,,,,,,,,,,,,,,,,
0.26342082,0.262611866,0.176229954,0.177266359,0.106393099,0.106938839,0.9152487,,,,,,,,,,,,,,,,,,,,
0.259922028,0.264250755,0.175893068,0.176530123,0.106055021,0.106541157,0.9314543,,,,,,,,,,,,,,,,,,,,
0.254225254,0.263073206,0.176441193,0.174023867,0.106448174,0.106969833,0.8966739,,,,,,,,,,,,,,,,,,,,
0.259015083,0.270753145,0.175575018,0.176096916,0.105974913,0.10714221,0.9075826,,,,,,,,,,,,,,,,,,,,
0.261634827,0.258548975,0.180091143,0.177386999,0.106352091,0.106456995,0.9146419,,,,,,,,,,,,,,,,,,,,
0.255354166,0.266389132,0.176117897,0.177356005,0.162245035,0.10700798,0.8856918,,,,,,,,,,,,,,,,,,,,
0.257727861,0.261232138,0.176071167,0.177710056,0.105777025,0.107052088,0.8936602,,,,,,,,,,,,,,,,,,,,
0.253296137,0.274434805,0.174538851,0.17777276,0.106099844,0.107300282,0.9034008,,,,,,,,,,,,,,,,,,,,
0.253827095,0.260159969,0.176959038,0.177420139,0.105563879,0.106564045,0.8977727,,,,,,,,,,,,,,,,,,,,
0.249943018,0.266668081,0.175864935,0.172062874,0.106076956,0.106996059,0.8803887,,,,,,,,,,,,,,,,,,,,
0.256913185,0.260259867,0.174544096,0.17305398,0.105705023,0.106523991,0.9069854,,,,,,,,,,,,,,,,,,,,
0.260815859,0.34957099,0.175689936,0.17216897,0.106060982,0.106782913,0.8794766,,,,,,,,,,,,,,,,,,,,
0.251955986,0.3662889,0.175860882,0.173753738,0.105702877,0.106623888,0.8890729,,,,,,,,,,,,,,,,,,,,
0.260276079,0.347666025,0.175878048,0.172160864,0.105870962,0.107081175,0.8911562,,,,,,,,,,,,,,,,,,,,
0.256999016,0.369716167,0.175491095,0.171568155,0.105630875,0.106533051,0.8883401,,,,,,,,,,,,,,,,,,,,
0.254578114,0.279784918,0.176837206,0.173305988,0.106230021,0.106984138,0.8756982,,,,,,,,,,,,,,,,,,,,
0.258712292,0.265008926,0.175769091,0.174967051,0.10568285,0.106510878,0.9091827,,,,,,,,,,,,,,,,,,,,
0.260767937,0.266702175,0.176139116,0.174705029,0.106089354,0.107110023,0.8857345,,,,,,,,,,,,,,,,,,,,
0.256386995,0.266227007,0.175992966,0.174649239,0.105647087,0.107140779,0.8850071,,,,,,,,,,,,,,,,,,,,
0.259387016,0.268907785,0.17634201,0.172580957,0.106100082,0.106548071,0.9047012,,,,,,,,,,,,,,,,,,,,
0.258564234,0.268110275,0.177175045,0.17465806,0.105720282,0.107059956,0.8797054,,,,,,,,,,,,,,,,,,,,
0.253836155,0.262432098,0.176343918,0.176852942,0.106085062,0.106599092,0.8809495,,,,,,,,,,,,,,,,,,,,
0.257540703,0.260459185,0.17619586,0.177489281,0.105907917,0.107146978,0.9052025,,,,,,,,,,,,,,,,,,,,
0.256659031,0.25945878,0.177545786,0.173121214,0.10537982,0.106686831,0.8788982,,,,,,,,,,,,,,,,,,,,
0.257539034,0.266606092,0.176644802,0.175756931,0.104964018,0.10707593,0.8841551,,,,,,,,,,,,,,,,,,,,
0.258678675,0.251366854,0.175655842,0.174926996,0.104989767,0.106668949,0.9098411,,,,,,,,,,,,,,,,,,,,
0.259625912,0.25770402,0.177373886,0.174394131,0.106185913,0.107037067,0.8743487,,,,,,,,,,,,,,,,,,,,
0.260457993,0.25209403,0.176101923,0.176018953,0.105614901,0.106570005,0.8814222,,,,,,,,,,,,,,,,,,,,
0.259528875,0.263592005,0.175811052,0.173830986,0.106005192,0.107067823,0.9228266,,,,,,,,,,,,,,,,,,,,
0.260689974,0.266795874,0.176744223,0.17655921,0.105727911,0.106487036,0.88923,,,,,,,,,,,,,,,,,,,,
0.260622263,0.27124691,0.17717123,0.172562122,0.105979919,0.106820107,0.8849997,,,,,,,,,,,,,,,,,,,,
0.257773876,0.250342846,0.175465107,0.180011988,0.105693817,0.10651803,0.9035364,,,,,,,,,,,,,,,,,,,,
0.254462957,0.263243914,0.176533937,0.18047905,0.105946064,0.107050896,0.8853198,,,,,,,,,,,,,,,,,,,,
0.260120869,0.257263899,0.17495203,0.172766924,0.105647802,0.10648489,0.8780749,,,,,,,,,,,,,,,,,,,,
0.256766081,0.270227194,0.17540884,0.172596931,0.106076956,0.1070261,0.9177204,,,,,,,,,,,,,,,,,,,,
0.256005049,0.263399124,0.174311876,0.183701992,0.105556965,0.106993914,0.8775496,,,,,,,,,,,,,,,,,,,,
0.253324032,0.268880844,0.175761938,0.180337906,0.106053829,0.106601,0.8868263,,,,,,,,,,,,,,,,,,,,
0.258131027,0.258032084,0.176732779,0.174870014,0.105614185,0.107131243,0.9237492,,,,,,,,,,,,,,,,,,,,
0.252617836,0.271723986,0.178337097,0.172269821,0.106057882,0.106753111,0.8833613,,,,,,,,,,,,,,,,,,,,
0.257582188,0.260248899,0.177789927,0.173549175,0.105971098,0.107351065,0.8834819,,,,,,,,,,,,,,,,,,,,
0.258095264,0.267813206,0.175825834,0.175160885,0.105943918,0.107060194,0.9086168,,,,,,,,,,,,,,,,,,,,
0.259665966,0.260879993,0.175054073,0.178303003,0.1057868,0.107376814,0.885462,,,,,,,,,,,,,,,,,,,,
0.261715889,0.264602184,0.177825928,0.178133011,0.105960846,0.106548071,0.8916949,,,,,,,,,,,,,,,,,,,,
0.258313894,0.265835762,0.176194191,0.177514076,0.106274128,0.106921911,0.9360455,,,,,,,,,,,,,,,,,,,,
0.258704901,0.254032135,0.176913261,0.177981138,0.105672121,0.106642008,0.9060035,,,,,,,,,,,,,,,,,,,,
0.256077051,0.263906956,0.176366806,0.177638292,0.105990887,0.107061148,0.9040643,,,,,,,,,,,,,,,,,,,,
0.257982254,0.264422894,0.175598145,0.180402279,0.105635166,0.106573105,0.9309826,,,,,,,,,,,,,,,,,,,,
0.258355379,0.266283989,0.176365137,0.1799891,0.105897903,0.107247829,0.9139815,,,,,,,,,,,,,,,,,,,,
0.25915432,0.262907982,0.176083088,0.199235201,0.105768204,0.106422901,0.9040942,,,,,,,,,,,,,,,,,,,,
0.252972841,0.266927958,0.17720294,0.192034245,0.106361866,0.107027769,0.9247369,,,,,,,,,,,,,,,,,,,,
0.259207249,0.261810064,0.176930189,0.193094254,0.106270075,0.107184172,0.8993737,,,,,,,,,,,,,,,,,,,,
0.255470991,0.253834963,0.17624402,0.195756674,0.106539965,0.10661602,0.9157607,,,,,,,,,,,,,,,,,,,,
0.257968903,0.25950408,0.176208258,0.188347101,0.106137037,0.106826067,0.9451313,,,,,,,,,,,,,,,,,,,,
0.257889032,0.266942978,0.176531315,0.184386015,0.106302977,0.106762886,0.899223,,,,,,,,,,,,,,,,,,,,
0.256525755,0.259227991,0.174093962,0.184906006,0.105683088,0.107149124,0.904309,,,,,,,,,,,,,,,,,,,,
0.260981083,0.265246868,0.177493095,0.178068161,0.105916262,0.1066432,0.9666176,,,,,,,,,,,,,,,,,,,,
0.34436512,0.257289171,0.170970678,0.174012899,0.105767965,0.106916904,0.8815313,,,,,,,,,,,,,,,,,,,,
0.293630123,0.266883135,0.177035093,0.178705931,0.10593009,0.106595039,0.8721832,,,,,,,,,,,,,,,,,,,,
0.354503155,0.255552053,0.176481009,0.177587032,0.105694056,0.106945038,0.9055474,,,,,,,,,,,,,,,,,,,,
0.296186924,0.26672101,0.178117275,0.174851656,0.105888128,0.106822729,0.8777381,,,,,,,,,,,,,,,,,,,,
0.256259918,0.260754108,0.175253868,0.176126957,0.106042862,0.106986046,0.8895481,,,,,,,,,,,,,,,,,,,,
0.258714914,0.265156031,0.175054073,0.178643227,0.105587006,0.106584787,0.8955145,,,,,,,,,,,,,,,,,,,,
0.247075081,0.258568764,0.176895142,0.184552193,0.108616114,0.10710597,0.9039938,,,,,,,,,,,,,,,,,,,,
0.255418062,0.260153055,0.176408052,0.178412199,0.109350204,0.106435776,0.8853374,,,,,,,,,,,,,,,,,,,,
0.243217945,0.259104967,0.176154852,0.178545237,0.11043191,0.107131004,0.894673,,,,,,,,,,,,,,,,,,,,
0.25889492,0.262659073,0.180027962,0.179378271,0.108923197,0.106630802,0.8623613,,,,,,,,,,,,,,,,,,,,
0.261502981,0.266519785,0.177238941,0.195491076,0.109606028,0.107101917,0.8927926,,,,,,,,,,,,,,,,,,,,
0.259585857,0.264721155,0.18418622,0.179024935,0.109496832,0.106679916,0.9198741,,,,,,,,,,,,,,,,,,,,
0.255891085,0.265653849,0.182807684,0.17948699,0.111333132,0.105696201,0.9052299,,,,,,,,,,,,,,,,,,,,
0.257236004,0.265275955,0.188256025,0.185873985,0.106693983,0.106533051,0.8880363,,,,,,,,,,,,,,,,,,,,
0.256247759,0.271505117,0.186069965,0.177524805,0.106734037,0.106760979,0.9387007,,,,,,,,,,,,,,,,,,,,
0.257934093,0.301641941,0.194140196,0.179542065,0.106557131,0.107348919,0.910194,,,,,,,,,,,,,,,,,,,,
0.249017954,0.343225956,0.175715923,0.177250147,0.106482029,0.107167959,0.8972804,,,,,,,,,,,,,,,,,,,,
0.25912714,0.314982891,0.176887989,0.178216219,0.105785847,0.108305931,0.920975,,,,,,,,,,,,,,,,,,,,
0.258142948,0.263257027,0.174268246,0.179859161,0.106107235,0.107658863,0.9240336,,,,,,,,,,,,,,,,,,,,
0.254920959,0.265193939,0.176414013,0.182713032,0.106056213,0.107091188,0.9036926,,,,,,,,,,,,,,,,,,,,
0.254584074,0.255142927,0.177439928,0.186938763,0.105760813,0.10661459,0.9153331,,,,,,,,,,,,,,,,,,,,
0.257526159,0.267822981,0.176463842,0.182337046,0.106148243,0.10710907,0.9027872,,,,,,,,,,,,,,,,,,,,
0.260749817,0.253126144,0.175787926,0.194142818,0.105712891,0.106729984,0.881668,,,,,,,,,,,,,,,,,,,,
0.25355792,0.267007351,0.176908731,0.181019068,0.10609889,0.106994152,0.9306323,,,,,,,,,,,,,,,,,,,,
0.256597996,0.257040262,0.176260233,0.177872896,0.105794907,0.106403112,0.9049991,,,,,,,,,,,,,,,,,,,,
0.256232977,0.262902975,0.176486731,0.178819895,0.105811834,0.107209921,0.9088921,,,,,,,,,,,,,,,,,,,,
0.256561279,0.260349274,0.177315712,0.177870035,0.105690956,0.106925011,0.9694627,,,,,,,,,,,,,,,,,,,,
0.260104895,0.266661882,0.177165031,0.177121162,0.106379032,0.10679388,0.8938481,,,,,,,,,,,,,,,,,,,,
0.252961874,0.261614084,0.177035093,0.178232193,0.106431961,0.106770754,0.9502014,,,,,,,,,,,,,,,,,,,,
0.261430979,0.265374899,0.177329063,0.178245068,0.106473923,0.106605053,0.9222205,,,,,,,,,,,,,,,,,,,,
0.257408857,0.261501312,0.176856995,0.173103094,0.105792999,0.106890917,0.9161197,,,,,,,,,,,,,,,,,,,,
0.263116121,0.261416197,0.175175905,0.177759171,0.106318951,0.107835054,0.9078013,,,,,,,,,,,,,,,,,,,,
0.344802141,0.259002686,0.175802946,0.179517269,0.105710983,0.111316919,0.9215463,,,,,,,,,,,,,,,,,,,,
0.329184771,0.262922049,0.177403688,0.177649021,0.105989933,0.109807253,0.8836441,,,,,,,,,,,,,,,,,,,,
0.33575201,0.260527849,0.177008867,0.178226948,0.105835915,0.111290216,0.8990362,,,,,,,,,,,,,,,,,,,,
0.260115147,0.259990931,0.175536156,0.177290916,0.106026888,0.110197067,0.9148413,,,,,,,,,,,,,,,,,,,,
0.256796122,0.26568985,0.177175045,0.178155661,0.105932713,0.111618757,0.8907456,,,,,,,,,,,,,,,,,,,,
0.253565311,0.259050846,0.176717997,0.178569078,0.105412245,0.112510204,0.885431,,,,,,,,,,,,,,,,,,,,
0.256860256,0.24989295,0.175742865,0.178504944,0.106093884,0.107850313,0.9145712,,,,,,,,,,,,,,,,,,,,
0.25899601,0.259101868,0.175082207,0.17752099,0.105677128,0.107029915,0.8877134,,,,,,,,,,,,,,,,,,,,
0.253590107,0.263136864,0.175225258,0.177243233,0.106249094,0.106749296,0.8951703,,,,,,,,,,,,,,,,,,,,
0.252783298,0.259829998,0.176343203,0.177296877,0.105664968,0.10720396,0.9046794,,,,,,,,,,,,,,,,,,,,
0.258678913,0.263988972,0.175691128,0.177196026,0.106011868,0.106667042,0.8942192,,,,,,,,,,,,,,,,,,,,
0.257879972,0.260089874,0.176084995,0.178892851,0.105569124,0.107000113,0.894016,,,,,,,,,,,,,,,,,,,,
0.259272814,0.271615028,0.175881147,0.178094149,0.10624218,0.106637955,0.9437916,,,,,,,,,,,,,,,,,,,,
0.255195141,0.263478994,0.175294876,0.178459883,0.105696917,0.107329845,0.8980781,,,,,,,,,,,,,,,,,,,,
0.258768797,0.265991926,0.176072836,0.178009033,0.106145859,0.106533766,0.8967896,,,,,,,,,,,,,,,,,,,,
0.260219097,0.262706757,0.17571497,0.173122883,0.105727911,0.106925011,0.9048341,,,,,,,,,,,,,,,,,,,,
0.257289886,0.263224125,0.17594409,0.177410126,0.106016159,0.106607199,0.9059481,,,,,,,,,,,,,,,,,,,,
0.255523205,0.263402939,0.177619934,0.178364038,0.105778933,0.107031822,0.901754,,,,,,,,,,,,,,,,,,,,
0.254663706,0.263797045,0.175653934,0.178236961,0.106105804,0.10973525,0.9230792,,,,,,,,,,,,,,,,,,,,
0.259455919,0.26107192,0.177001953,0.177908897,0.10571003,0.111191034,0.8983526,,,,,,,,,,,,,,,,,,,,
0.246074915,0.26146698,0.176232338,0.179127932,0.10592103,0.110840082,0.9028156,,,,,,,,,,,,,,,,,,,,
0.25885129,0.266489744,0.175785303,0.178740263,0.105975866,0.109989882,0.9049749,,,,,,,,,,,,,,,,,,,,
0.259915829,0.258264065,0.176086903,0.180026054,0.106078863,0.111242056,0.9096132,,,,,,,,,,,,,,,,,,,,
0.255983114,0.263757706,0.175670147,0.174810171,0.106059074,0.11033392,0.886456,,,,,,,,,,,,,,,,,,,,
0.258529186,0.262158155,0.176037073,0.177958012,0.105695009,0.110813856,0.9269084,,,,,,,,,,,,,,,,,,,,
0.261103153,0.271313906,0.171773195,0.178691149,0.106023788,0.10674715,0.909556,,,,,,,,,,,,,,,,,,,,
0.257967949,0.262381792,0.177948236,0.177659988,0.105808973,0.107077837,0.9128458,,,,,,,,,,,,,,,,,,,,
0.259470701,0.264674902,0.175876856,0.18226409,0.106075048,0.106901169,0.9237998,,,,,,,,,,,,,,,,,,,,
0.257539034,0.256258011,0.175599813,0.183221817,0.105607033,0.107168913,0.8982746,,,,,,,,,,,,,,,,,,,,
0.341274977,0.267248869,0.175595999,0.190261841,0.106122017,0.10663867,0.9010384,,,,,,,,,,,,,,,,,,,,
0.326204062,0.262188911,0.175817013,0.181912184,0.105832815,0.106949091,0.9327216,,,,,,,,,,,,,,,,,,,,
0.330340862,0.271576881,0.177314043,0.185338974,0.109786987,0.106550932,0.8861364,,,,,,,,,,,,,,,,,,,,
0.2579,0.261930943,0.175987959,0.181167841,0.110558748,0.108056068,0.904446,,,,,,,,,,,,,,,,,,,,
0.252777815,0.272600174,0.176711798,0.178951979,0.11152792,0.107788086,0.9093523,,,,,,,,,,,,,,,,,,,,
0.262655973,0.255023956,0.177567005,0.176968813,0.110141039,0.106626749,0.9371449,,,,,,,,,,,,,,,,,,,,
0.259766102,0.262661219,0.176024914,0.18028307,0.111773968,0.106935024,0.9542313,,,,,,,,,,,,,,,,,,,,
0.260993958,0.261397839,0.177190065,0.178113699,0.111065149,0.106663942,0.9171785,,,,,,,,,,,,,,,,,,,,
0.251082182,0.263068914,0.176557064,0.178520918,0.110087872,0.106995106,0.9231976,,,,,,,,,,,,,,,,,,,,
0.254683256,0.249930143,0.1755867,0.178638697,0.107064009,0.106636047,0.8959353,,,,,,,,,,,,,,,,,,,,
0.256807089,0.264075994,0.175750256,0.177981853,0.106431961,0.106970787,0.915062,,,,,,,,,,,,,,,,,,,,
0.255941868,0.264742851,0.176954985,0.178138018,0.106760979,0.106562138,0.8957287,,,,,,,,,,,,,,,,,,,,
0.259708881,0.25790596,0.175855875,0.17714119,0.105823994,0.10710907,0.883688,,,,,,,,,,,,,,,,,,,,
0.258424044,0.260061026,0.176108122,0.177794695,0.106049061,0.10665226,0.9168024,,,,,,,,,,,,,,,,,,,,
0.257735014,0.347072124,0.176781654,0.177045107,0.106950998,0.107264996,0.8925197,,,,,,,,,,,,,,,,,,,,
0.263860941,0.290636063,0.174566031,0.179157019,0.107046127,0.106699944,0.8787863,,,,,,,,,,,,,,,,,,,,
0.265799046,0.261759043,0.175966024,0.180323839,0.106081009,0.106836081,0.920293,,,,,,,,,,,,,,,,,,,,
0.259458065,0.288860798,0.175668001,0.177586794,0.107408047,0.106645107,0.90514,,,,,,,,,,,,,,,,,,,,
0.25604701,0.258991957,0.176934958,0.177959919,0.106612444,0.107100248,0.8941275,,,,,,,,,,,,,,,,,,,,
0.260617971,0.263658047,0.17703104,0.178062916,0.106359005,0.106541157,0.9272676,,,,,,,,,,,,,,,,,,,,
0.259158134,0.263700962,0.174405098,0.177745819,0.105862856,0.106987953,0.8892714,,,,,,,,,,,,,,,,,,,,
0.261811972,0.263528824,0.176671267,0.178800821,0.106287956,0.107122898,0.9122528,,,,,,,,,,,,,,,,,,,,
0.255486965,0.261610985,0.173331738,0.173970938,0.105582714,0.106506109,0.916216,,,,,,,,,,,,,,,,,,,,
0.25152421,0.262096882,0.175257206,0.17870903,0.106873989,0.10676527,0.9239655,,,,,,,,,,,,,,,,,,,,
0.259248734,0.263260841,0.176736116,0.173968792,0.10676384,0.106622219,0.8929012,,,,,,,,,,,,,,,,,,,,
0.254996061,0.255053997,0.17766118,0.178740978,0.105868101,0.106880665,0.9189696,,,,,,,,,,,,,,,,,,,,
0.254682779,0.261966228,0.175923824,0.178067923,0.10623908,0.10682106,0.9008072,,,,,,,,,,,,,,,,,,,,
0.258692741,0.261847973,0.176242113,0.179083824,0.105751991,0.107148886,0.8920431,,,,,,,,,,,,,,,,,,,,
0.262769938,0.265549898,0.174546957,0.178514957,0.106381893,0.106630087,0.9271772,,,,,,,,,,,,,,,,,,,,
0.259603977,0.262443066,0.17711997,0.176674128,0.106544733,0.107071877,0.8948297,,,,,,,,,,,,,,,,,,,,
0.258183956,0.266993999,0.177242756,0.17923665,0.106738091,0.10661602,0.9144023,,,,,,,,,,,,,,,,,,,,
0.259717226,0.257977009,0.176216125,0.177782059,0.105941057,0.107154131,0.9212775,,,,,,,,,,,,,,,,,,,,
0.261309862,0.265366554,0.177502871,0.179086924,0.106097221,0.106526136,0.9012242,,,,,,,,,,,,,,,,,,,,
0.257627964,0.249088049,0.17598629,0.178189993,0.105792999,0.106887817,0.8986581,,,,,,,,,,,,,,,,,,,,
0.252902031,0.266150951,0.176457167,0.177355766,0.106096983,0.106478214,0.9452527,,,,,,,,,,,,,,,,,,,,
0.25510788,0.255474806,0.17620182,0.178637981,0.105701685,0.107755899,0.8991439,,,,,,,,,,,,,,,,,,,,
0.260132074,0.264516115,0.175004005,0.179956913,0.10609293,0.10773921,0.9123132,,,,,,,,,,,,,,,,,,,,
0.260205984,0.261317968,0.175667048,0.177695036,0.105700731,0.106468916,0.9188136,,,,,,,,,,,,,,,,,,,,
0.25364399,0.255537271,0.176156998,0.178785086,0.106202126,0.107130289,0.9010538,,,,,,,,,,,,,,,,,,,,
0.255220175,0.255812168,0.175479174,0.178347111,0.105846643,0.10654068,0.901747,,,,,,,,,,,,,,,,,,,,
0.252653122,0.264579058,0.180547953,0.178143024,0.106343031,0.10728693,0.914136,,,,,,,,,,,,,,,,,,,,
0.260369778,0.264052868,0.183588028,0.178202152,0.105586767,0.107280731,0.8887574,,,,,,,,,,,,,,,,,,,,
0.256771088,0.260275841,0.189661026,0.17737031,0.106709003,0.107398272,0.8713601,,,,,,,,,,,,,,,,,,,,
0.253349781,0.264014006,0.182743073,0.178382874,0.106593132,0.10669589,0.9196999,,,,,,,,,,,,,,,,,,,,
0.25496769,0.260331869,0.188454866,0.177283049,0.105694056,0.107036829,0.8943823,,,,,,,,,,,,,,,,,,,,
0.25518012,0.264214039,0.182288885,0.178184986,0.106312037,0.10661602,0.9008026,,,,,,,,,,,,,,,,,,,,
0.254439831,0.259531021,0.175625801,0.178596735,0.105843782,0.107146025,0.9452819,,,,,,,,,,,,,,,,,,,,
0.254781961,0.26581502,0.177093029,0.182793856,0.106163979,0.106673002,0.8935929,,,,,,,,,,,,,,,,,,,,
0.252473116,0.258215904,0.176727057,0.184475899,0.105786085,0.10701108,0.8842085,,,,,,,,,,,,,,,,,,,,
0.26031518,0.265224934,0.176650286,0.185168982,0.106276751,0.106746197,0.9264374,,,,,,,,,,,,,,,,,,,,
0.255862951,0.260978937,0.175776005,0.183241844,0.105812073,0.107023954,0.8913204,,,,,,,,,,,,,,,,,,,,
0.257436991,0.263290882,0.175940752,0.194581985,0.106544971,0.106700897,0.9041606,,,,,,,,,,,,,,,,,,,,
0.255071878,0.260378838,0.175791025,0.177376032,0.106566191,0.107014894,0.9378119,,,,,,,,,,,,,,,,,,,,
0.255988836,0.264577866,0.175212145,0.178215027,0.106665134,0.106859922,0.8908036,,,,,,,,,,,,,,,,,,,,
0.254352808,0.266811848,0.175102949,0.177295208,0.105798244,0.106932163,0.8926037,,,,,,,,,,,,,,,,,,,,
0.25624299,0.263164043,0.175178051,0.177954912,0.106105804,0.106966734,0.9329037,,,,,,,,,,,,,,,,,,,,
0.261044979,0.251837015,0.176577091,0.177648067,0.105570078,0.106622934,0.8782944,,,,,,,,,,,,,,,,,,,,
0.26576376,0.265559673,0.177344799,0.178329945,0.10607481,0.106621265,0.8920167,,,,,,,,,,,,,,,,,,,,
0.286794901,0.242482185,0.176279068,0.175276041,0.105761051,0.1079669,0.9153507,,,,,,,,,,,,,,,,,,,,
0.261527777,0.271644115,0.1760571,0.177517891,0.106811762,0.107770205,0.891198,,,,,,,,,,,,,,,,,,,,
0.263009071,0.258362055,0.175458193,0.178862095,0.106803894,0.106854916,0.8810356,,,,,,,,,,,,,,,,,,,,
0.345936775,0.267249107,0.176740885,0.17913866,0.105835915,0.107069016,0.9098591,,,,,,,,,,,,,,,,,,,,
0.354575872,0.260015965,0.176374197,0.177639961,0.106228828,0.106630087,0.9005289,,,,,,,,,,,,,,,,,,,,
0.337753057,0.26581192,0.177066803,0.177800179,0.105793953,0.10723877,0.8940208,,,,,,,,,,,,,,,,,,,,
0.259730101,0.263582945,0.176144838,0.178346872,0.106273651,0.10735774,0.9045656,,,,,,,,,,,,,,,,,,,,
0.260198116,0.263177872,0.176962852,0.178194284,0.105848074,0.107084036,0.8991543,,,,,,,,,,,,,,,,,,,,
0.258921862,0.2675457,0.176477909,0.178170919,0.105988741,0.105852842,0.8715127,,,,,,,,,,,,,,,,,,,,
0.246026993,0.262614012,0.178107023,0.178622961,0.105941057,0.107333899,0.925089,,,,,,,,,,,,,,,,,,,,
0.255301237,0.266787767,0.184211016,0.177345991,0.106189966,0.107281208,0.9198148,,,,,,,,,,,,,,,,,,,,
0.254617929,0.258419037,0.177917242,0.17822957,0.105831861,0.106904745,0.8781089,,,,,,,,,,,,,,,,,,,,
0.259710789,0.266004801,0.175936222,0.177796125,0.10620904,0.107095003,0.9136973,,,,,,,,,,,,,,,,,,,,
0.259343147,0.262033939,0.17643404,0.179665089,0.105445862,0.106563091,0.9091263,,,,,,,,,,,,,,,,,,,,
0.260132074,0.269938946,0.178302765,0.179048061,0.106338024,0.107012987,0.8921252,,,,,,,,,,,,,,,,,,,,
0.259248018,0.256802082,0.176759005,0.178785086,0.105713844,0.106810093,0.9191852,,,,,,,,,,,,,,,,,,,,
0.260868073,0.269952059,0.175904989,0.177550793,0.106174946,0.107130051,0.8977357,,,,,,,,,,,,,,,,,,,,
0.254687071,0.335791826,0.177057028,0.179635048,0.10561204,0.106712103,0.8966971,,,,,,,,,,,,,,,,,,,,
0.253510237,0.354447126,0.177022934,0.178236008,0.106167793,0.106860161,0.9074131,,,,,,,,,,,,,,,,,,,,
0.25620079,0.333015919,0.176918983,0.178084135,0.105940104,0.106825113,0.9040598,,,,,,,,,,,,,,,,,,,,
0.25927496,0.26160121,0.176520824,0.177242756,0.106062174,0.106986046,0.8913632,,,,,,,,,,,,,,,,,,,,
0.262248993,0.268430948,0.176970959,0.178325891,0.106161118,0.106524229,0.9203982,,,,,,,,,,,,,,,,,,,,
0.258187056,0.258095026,0.175471067,0.178140879,0.106365919,0.107054949,0.8802121,,,,,,,,,,,,,,,,,,,,
0.259100914,0.263474941,0.176158905,0.178653955,0.106559992,0.106590986,0.9528539,,,,,,,,,,,,,,,,,,,,
0.258271933,0.258574009,0.176723242,0.17898488,0.10571599,0.107228041,0.9150324,,,,,,,,,,,,,,,,,,,,
0.259726763,0.267587185,0.177580118,0.178821087,0.10615778,0.106915951,0.8914669,,,,,,,,,,,,,,,,,,,,
0.24894309,0.262724876,0.175886154,0.177514076,0.10571909,0.106791019,0.8896024,,,,,,,,,,,,,,,,,,,,
0.252770901,0.263326883,0.17518115,0.176553965,0.106011868,0.107084036,0.9170584,,,,,,,,,,,,,,,,,,,,
0.258562088,0.264374971,0.177090883,0.177765131,0.10579896,0.106496096,0.9066439,,,,,,,,,,,,,,,,,,,,
0.258709908,0.261159897,0.175498962,0.178805113,0.105680227,0.107119083,0.8997047,,,,,,,,,,,,,,,,,,,,
0.256936073,0.266777039,0.175364256,0.178799868,0.104920864,0.10674262,0.92253,,,,,,,,,,,,,,,,,,,,
0.260392904,0.25612402,0.176593065,0.177838087,0.106054068,0.107093811,0.9174154,,,,,,,,,,,,,,,,,,,,
0.252912998,0.245573997,0.176557779,0.179764986,0.105607033,0.106515884,0.8996514,,,,,,,,,,,,,,,,,,,,
0.260556936,0.256123304,0.176352024,0.177496195,0.106230021,0.106868982,0.9210051,,,,,,,,,,,,,,,,,,,,
0.263439894,0.269720078,0.175964355,0.177480936,0.105657101,0.10652113,0.912358,,,,,,,,,,,,,,,,,,,,
0.259716749,0.264832973,0.177456141,0.178060055,0.106266975,0.107239008,0.9327801,,,,,,,,,,,,,,,,,,,,
0.253836155,0.265613794,0.177399874,0.178239822,0.105604172,0.106617928,0.9193468,,,,,,,,,,,,,,,,,,,,
0.258116722,0.261445284,0.178026915,0.177415848,0.106079102,0.10700202,0.9175977,,,,,,,,,,,,,,,,,,,,
