2.302955766452893238e-01,-5.251378589829750254e+00,-3.998558584752967882e+00,-4.988188971877629108e+00,-4.593413933904610502e+00,-1.196288424303012299e+00,-4.269587382879155513e+00,-4.279921771086624638e+00,-1.266254426379987086e+00,1.798825270551660971e+00,-1.497920775868549770e-01,-1.009849409505337414e+00,2.056121812629632561e+00,-5.341776282840412726e+00,-3.170088797374556400e+00
3.071515796373473495e-01,7.622643849731447485e-02,2.556727869376935747e-01,7.475405118725746423e-01,8.617186063252570971e-01,1.457995104565104283e+00,5.194068231354079801e-01,8.622580996391588926e-01,2.639848067077759097e-01,-6.374855726288882751e-01,-1.223224250909174859e+00,-2.274005799100295100e+00,-1.098574772041611469e+00,7.970442396277634123e-02,1.360157012309625379e+00
-3.377580156056530503e-01,-4.851558593982396306e-01,1.667292687949065988e-01,2.999708033454094314e-01,4.735051406778377214e-01,-8.543326094494613221e-01,-4.838668754806783046e-01,-1.632780132171473664e+00,-4.777920841122640816e+00,-4.127403855871212279e+00,-4.972646115147013046e-01,2.160848991868498992e+00,-8.840296786986117095e-01,1.004434239920009020e+00,8.445194925824321075e+00
1.423133602337582237e+00,7.851975588585616839e-01,8.618915984517546702e-01,-1.003154724462930636e+00,1.438602559267395699e-02,1.501257624020487791e-01,3.961468042228536990e-01,2.271201430239174479e-01,2.520243797737666824e+00,1.927919041857987015e+00,1.974386519333423406e-01,-9.939099331430704121e-01,1.118528639431190186e+00,-3.562407551948543749e-01,7.950835147229425859e-01
2.660441439437975841e+00,3.032650736534484026e-01,1.803125476007868544e-01,8.358576398707381339e-01,1.178292825504745567e+00,7.432011321605921372e-01,1.267895785999651470e-01,-4.038395155938052095e-01,-6.797468957006744805e-01,-9.242858700847345066e-01,5.516680526349778679e-01,1.262227562900432309e-01,9.782531829244316413e-01,-1.037211565266323188e+00,1.281664289653838606e+00
-6.809159928227626057e-01,-5.586689670653971311e-03,1.299109633215137227e-01,7.295109432123962900e-01,6.808287086401564048e-02,1.211628606944022968e-01,1.510907998390211178e-02,2.286629623690299429e-01,1.595580458926937339e-01,-1.679577901968118681e-01,1.599902961545109636e-01,6.232321967297449472e-01,1.498495272708653958e-01,2.963862958061846270e-02,-6.567179932822786448e-02
-8.673757202795987498e-01,1.856263633711955630e-01,-2.878141615164571676e-01,2.713430372009218994e-01,-2.825626148630829282e-01,-4.107750068356789130e-01,4.024508637195463034e-01,3.962964370600463027e-01,1.555168860938357378e-01,3.617501641334650714e-02,9.082718692301985919e-02,5.042504181585707457e-01,-2.831268046246127046e-01,2.017356219903763404e-01,-6.405719926214320514e-01
-7.638183857342329963e-01,-1.234536519507245744e+00,3.692359747423535898e-01,5.752507376353492852e-01,3.933035672959054319e-01,-3.323708228322314606e-01,-4.708851864910832408e-01,7.301161341019170026e-01,1.242927652494611179e-01,6.289069467849773831e-01,5.805689658155776395e-02,7.278324749145819172e-01,4.810281848213326938e-02,3.885981806834842844e-01,-5.209405160826325876e-01
-1.162223789175075961e+00,3.113893470311641098e-01,3.793463816820436540e-01,6.165636472444849803e-01,2.774063343398596171e-01,5.873550976109123134e-01,5.890737985051115455e-01,1.140622689609800844e+00,-7.146221989608186886e-02,-4.550304278453694562e-01,8.330419280325773723e-02,7.515821403157262326e-01,-2.282339890017778261e-01,2.653132434992853117e-01,-2.601905759779806204e-01
1.945218326585995250e+00,9.563241303775812385e-01,1.334526731072818162e+00,2.714308311811596819e-01,7.517584413480410399e-02,1.631102359969996418e-01,4.294701668066887024e-01,2.534799752174909937e-01,2.225365450139515922e+00,1.563291290278029377e+00,4.778401160099765566e-01,-1.180549916441424152e+00,1.273840738646704107e+00,3.239096356435602897e-01,1.026973098689048625e+00
